Comment ID,Channel ID,Comment Create Timestamp,Price,Parent Comment ID,Video ID,Comment Text,Top-Level Comment ID
UgxUcl0InEI6wMfODYl4AaABAg,UCVQm2V0CZdNH6k5Eszq6w0w,2020-09-17T14:13:46.155192+00:00,0,,3Fp2VczevjE,"{""text"":""it sounds like every breath you take by the police""}",
UgxWrGMo-UruAhXMcBl4AaABAg,UCVQm2V0CZdNH6k5Eszq6w0w,2020-08-09T17:34:10.685426+00:00,0,,wMMjF7kXnWA,"{""text"":""this series is a life saver""}",
UgyId6lOGBEVspT3oZF4AaABAg,UCVQm2V0CZdNH6k5Eszq6w0w,2020-07-31T03:54:57.532515+00:00,0,,XNvj2L_XwmQ,"{""text"":""🎉🎉😍🔥🔥""}",
Ugy9-aNR9Kqf67xIx4x4AaABAg,UCVQm2V0CZdNH6k5Eszq6w0w,2020-07-29T09:31:03.333358+00:00,0,,qXgPBn7vjP8,"{""text"":""I agree with the top 2.. only""}",
UgxZvj0O33eK_udrc7x4AaABAg,UCVQm2V0CZdNH6k5Eszq6w0w,2020-07-21T12:45:31.602951+00:00,0,,gr_J36P4RNs,"{""text"":""i think she messed up the graph part of it..""}",
Ugw-3_qwMsgxsxarPXZ4AaABAg,UCVQm2V0CZdNH6k5Eszq6w0w,2020-07-07T13:51:30.497454+00:00,0,,UTf6zaE1kng,"{""text"":""tuber simulator is in india""}",
UgwA7X2LH1WbbiqBTcB4AaABAg,UCVQm2V0CZdNH6k5Eszq6w0w,2020-07-04T17:17:51.103551+00:00,0,,4RGx02tqkS0,"{""text"":""Please don't rip off pewdiepie like this. It looks bad. Plus those children were actually getting hurt, not sure people should be prompted to laugh at this""}",
UgwvZRnpJubhZ4uYg2x4AaABAg,UCVQm2V0CZdNH6k5Eszq6w0w,2020-06-10T20:48:05.360842+00:00,0,,g3VyzrDJZJg,"{""text"":""We had to live through everyones lives so that the message could be conveyed well. Without it we wouldn't have felt much connection with the characters""}",
Ugxq-woDXZnJGisnWRF4AaABAg,UCVQm2V0CZdNH6k5Eszq6w0w,2020-06-06T10:54:20.362794+00:00,0,, -irdEtmHFi8,"{""text"":""Paatu angu match akanila""}",
UgyTkQ4eqqu6hGjLcnp4AaABAg,UCVQm2V0CZdNH6k5Eszq6w0w,2020-05-06T21:55:25.035518+00:00,0,,U69F9fvGUhs,"{""text"":""Mm this video was kinda mediocre. Maybe that's because the prank video was lame""}",
